chunk_id,chunk_time_sec
111,1.2269383668899536
112,1.222597612068057
113,1.428328089416027
114,1.4300601240247488
115,1.439574864692986
116,1.4275708524510264
117,2.410242438316345
118,1.3311862470582128
119,1.317777625285089
120,1.4212027937173843
121,1.4190604398027062
122,1.325723054818809
123,1.5193052859976888
124,1.4207339715212584
125,2.300569862127304
126,2.6866629598662257
127,2.2909140773117542
128,2.692854112945497
129,1.2311470592394471
130,2.898972572758794
131,2.682723732665181
132,9.671187873929739
133,1.2354288026690483
134,2.989135284908116
135,3.378781473264098
136,2.7907683746889234
137,2.9866220308467746
138,2.8082409696653485
139,2.9108376055955887
140,2.8802371826022863
141,2.3980120923370123
142,3.066127617843449
143,2.7876937855035067
144,2.7807669015601277
145,1.2247916106134653
146,1.2402176391333342
147,1.4238636204972863
148,2.2119664466008544
149,1.615717202425003
150,1.3294119909405708
151,1.3365065576508641
152,1.32713224273175
153,1.2414713064208627
154,1.5203861678019166
155,2.694425629451871
156,1.3478354727849364
157,1.4286308977752924
158,1.3217382170259953
159,1.2386881308630109
160,1.3292645839974284
161,1.41897061932832
162,1.225247472524643
163,1.5309287831187248
164,1.332545418292284
165,1.3360864594578743
166,1.5243978947401047
167,1.326049250550568
168,1.3171044485643506
169,1.0257242359220982
170,1.4234053390100598
171,1.336019110865891
172,1.334804537706077
173,1.2271081879734993
174,1.4287555227056146
175,1.4331058878451586
176,1.4291644608601928
177,1.4151201928034425
178,1.614043166860938
179,1.431552853435278
180,1.3323014751076698
181,1.3221548199653625
182,1.3215571139007807
183,1.3267701957374811
184,1.4286518385633826
185,1.3334946762770414
186,1.3350734701380134
187,1.4260266022756696
188,1.3354348074644804
189,1.4291346538811922
190,1.3338364101946354
191,1.4362222719937563
192,1.326405243948102
193,6.669520499184728
194,1.3233302840963006
195,1.4239851869642735
196,1.4325316045433283
197,1.4240171192213893
198,1.5246502896770835
199,1.441356903873384
200,1.429270134307444
201,1.4357451600953937
202,5.300049266777933
203,1.6151918591931462
204,1.4218190256506205
205,1.4185537528246641
206,1.2242064960300922
207,1.7084132069721818
208,1.426043407060206
209,1.2475759163498878
210,5.807527066208422
211,1.4203313877806067
212,1.3296620417386293
213,1.3226929577067494
214,1.4175144834443927
215,1.4203170537948608
216,6.1930991895496845
217,1.528251837939024
218,5.414268000051379
219,1.4263796005398035
220,1.4346529692411423
221,1.3302669823169708
222,1.3370563788339496
223,1.3240228174254298
224,1.424357413314283
225,1.7133289696648717
226,1.5460561774671078
227,1.138747320510447
228,1.3249892257153988
229,1.4320723684504628
230,1.3395685451105237
231,1.3158215824514627
232,1.3474864987656474
233,1.4346827752888203
234,1.2292686775326729
235,1.6255144253373146
236,1.3158247442916036
237,1.3371080802753568
238,1.2322484282776713
239,1.5219667609781027
240,1.318040868267417
241,6.274136392399669
242,1.4253736808896065
243,1.3355095302686095
244,1.4249782711267471
245,1.6176825556904078
246,1.4170837067067623
247,1.5121708856895566
248,1.2329301489517093
249,6.007784667424858
250,1.2383681610226631
251,1.5258964886888862
252,6.947085035033524
253,5.879931518808007
254,2.9823813242837787
255,2.9888062877580523
256,3.1755596920847893
257,2.8780537312850356
258,3.0831460496410728
259,3.076337458565831
260,2.7838554913178086
261,3.142602490261197
262,3.318159719929099
263,2.912826644256711
264,3.127769767306745
265,2.816377116367221
266,2.2560492139309645
267,3.1283067781478167
268,2.8059344748035073
269,2.795211453922093
270,2.662026840262115
271,2.8035481832921505
272,3.0161951389163733
273,2.9008946754038334
274,3.211387607268989
275,1.5100254211574793
276,1.386669935658574
277,1.389025735668838
278,1.5023063411936164
279,1.3708222275599837
280,1.2708845818415284
281,1.4991071810945868
282,2.1417937744408846
283,1.1691323136910796
284,1.3915306963026524
285,1.4886023374274373
286,1.3809195216745138
287,1.603002549149096
288,1.6111574694514275
289,1.4907328933477402
290,1.2768794558942318
291,1.3772231535986066
292,1.498786992393434
293,1.4879287974908948
294,5.516328423283994
295,1.4872288098558784
296,1.3796820249408484
297,1.3870155001059175
298,1.2877515945583582
299,1.4864552719518542
300,1.3563952837139368
301,1.408557217568159
302,1.411929584108293
303,1.4664102597162127
304,1.3541824044659734
305,1.2649829555302858
306,1.6627656146883965
307,1.345884194597602
308,1.3707141280174255
309,1.5832430012524128
310,1.4102801149711013
311,1.5284710992127657
312,1.3606308866292238
313,1.4103950317949057
314,1.436183623969555
315,1.4089772226288915
316,1.4104979978874326
317,1.4191435845568776
318,4.003521562553942
319,1.162042840383947
320,1.3394874697551131
321,1.355877977795899
322,1.3491904037073255
323,3.697639203630388
324,8.906662976369262
325,1.477905853651464
326,1.1352812722325325
327,1.3025189647451043
328,1.1213170401751995
329,4.960287810303271
330,1.336872805841267
331,1.4368974575772882
332,1.2383872484788299
333,6.812302954494953
334,1.495300130918622
335,1.2509263148531318
336,1.2626897133886814
337,1.6328985774889588
338,1.3289838153868914
339,1.325167864561081
340,6.094106606207788
341,1.3348285872489214
342,1.3481185790151358
343,1.4328690022230148
344,1.5423660418018699
345,1.4398747263476253
346,1.5136255053803325
347,1.4150487491860986
348,6.086390882730484
349,1.7018243474885821
350,1.417234887368977
351,1.2272261828184128
352,1.706020262092352
353,1.523322748951614
354,1.3317808406427503
355,1.3372952956706285
356,1.6166415633633733
357,1.519044617190957
358,1.417753362096846
359,1.6304732104763389
360,1.3254410233348608
361,1.2397580919787288
362,1.1382859153673053
363,1.4227796951308846
364,1.4167426079511642
365,1.3300714828073978
366,1.4164846213534474
367,1.618109367787838
368,1.3142769020050764
369,1.4123398689553142
370,1.4164124270901084
371,1.5130400294438004
372,1.426989764906466
373,1.3253731112927198
374,1.4211913086473942
375,1.5291090477257967
376,1.4169177198782563
377,1.4193296134471893
378,1.3090753052383661
379,1.3495279233902693
380,1.729897489771247
381,1.7207745583727956
382,1.322045979090035
383,1.425330319441855
384,1.3274612640962005
385,1.2330253943800926
386,2.985265549272299
387,3.085047971457243
388,3.074147772975266
389,2.989418382756412
390,2.8006371688097715
391,3.2696836898103356
392,2.8762221513316035
393,2.8884555185213685
394,2.806339543312788
395,2.9875371400266886
396,2.8946600118651986
397,3.0878869676962495
398,2.9873410426080227
399,3.4810667941346765
400,2.6896155271679163
401,2.982622642070055
402,3.3658842984586954
403,1.4175953129306436
404,1.4273121561855078
405,1.5310201570391655
406,1.3299813186749816
407,1.3228893065825105
408,1.5149433007463813
409,1.325575732626021
410,1.6200107829645276
411,1.4202427929267287
412,1.415844858624041
413,1.6202598894014955
414,6.360929064452648
415,1.4290581466630101
416,10.244535344652832
417,1.4238226069137454
418,1.4219003794714808
419,1.4112586472183466
420,1.327087352052331
421,2.2159026423469186
422,2.394490140490234
423,1.3245266377925873
424,1.3252609614282846
425,1.4302000999450684
426,1.4188754949718714
427,1.375203556381166
428,1.3778957407921553
429,1.6222064150497317
430,1.5195426857098937
431,1.4310848321765661
432,1.325015245936811
433,1.3440403612330556
434,1.4204675955697894
435,1.4303095992654562
436,6.745837111957371
437,1.2260597366839647
438,1.3431879142299294
439,1.330250090919435
440,1.7232373720034957
441,1.4215364353731275
442,1.3273010542616248
443,1.428120837546885
444,1.4222763692960143
445,5.999169658869505
446,1.3334173439070582
447,1.24066442809999
448,1.336852464824915
449,1.3331119660288095
450,1.4383875215426087
451,6.008656220510602
452,1.4417663980275393
453,1.4425254696980119
454,1.544532524421811
455,1.2214865870773792
456,1.3435572879388928
457,1.3494112025946379
458,1.6633982742205262
459,1.2432179898023605
460,1.4539351090788841
461,1.441167302429676
462,1.4436852550134063
463,1.4637012593448162
464,1.3431011168286204
465,1.3402895731851459
466,1.1211254261434078
467,1.2607442568987608
468,1.6568421935662627
469,1.5468695620074868
470,1.3419067449867725
471,1.645890535786748
472,1.4450731426477432
473,2.0926391389220953
474,1.1330749886110425
475,1.436655250377953
476,1.4397590830922127
477,1.3359059542417526
478,1.544749641790986
479,1.571180472150445
480,5.799737534485757
481,1.6545034861192107
482,1.5471031200140715
483,1.5627555307000875
484,1.3607736695557833
485,1.4232282675802708
486,1.4220972498878837
487,1.3282223176211119
488,1.7112421616911888
