row_idx,col_name,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value,stat_change_magnitude,stat_relative_change,stat_change_direction,stat_original_magnitude,stat_new_magnitude,stat_original_log,stat_new_log,stat_feature_name_encoded,stat_original_value_encoded,stat_new_value_encoded,cluster,true_label
1552,protected,1,,,0.9931143290278304,1.0,1,0,0.0,1.0,0.4989531304430075,0.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,9,0
3069,protected,1,,,0.9931143290278304,1.0,1,0,0.0,1.0,0.4989531304430075,0.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,9,0
1644,protected,1,,,0.9931143290278304,1.0,1,0,0.0,1.0,0.4989531304430075,0.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,9,0
3137,followers_count,0,,,0.9509922096633139,0.9999438132223838,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,130.0,0.9923664122137404,-1.0,130.0,0.0,4.875197323201151,0.0,1.0,379.0,0.0,10,0
2309,followers_count,0,,,0.9509922096633139,0.9997983565397279,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,4991.0,0.9997996794871795,-1.0,4991.0,0.0,8.515591910049263,0.0,1.0,2326.0,0.0,10,0
1921,followers_count,0,,,0.9509922096633139,0.9999831664011988,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,723.0,0.9986187845303868,-1.0,723.0,0.0,6.584791392385716,0.0,1.0,2848.0,0.0,10,0
4435,followers_count,0,,,0.9509922096633139,0.999383875585422,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,563.0,0.99822695035461,-1.0,563.0,0.0,6.335054251498059,0.0,1.0,2496.0,0.0,10,0
766,followers_count,0,,,0.9509922096633139,0.9999985881747329,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,28.0,0.9655172413793104,-1.0,28.0,0.0,3.367295829986474,0.0,1.0,1455.0,0.0,10,0
2029,followers_count,1,,,0.9529833475586144,0.9654917452079065,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,239360.0,0.8934276926752068,-1.0,267911.0,28551.0,12.498413847362677,10.259482265169996,1.0,1383.0,1480.0,11,0
953,followers_count,0,,,0.9133001415744926,0.4814456421510428,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,201927.0,0.09401376728767671,-1.0,2147844.0,1945917.0,14.579975571858247,14.481244403121872,1.0,1100.0,966.0,11,0
3261,followers_count,0,,,0.9509922096633139,0.7843303574043434,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,212959.0,0.9999953042824944,-1.0,212959.0,0.0,12.268859633628939,0.0,1.0,1091.0,0.0,11,0
2992,followers_count,0,,,0.7927156841145896,0.9982229181302331,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,194960.0,0.050378002983506476,-1.0,3869942.0,3674982.0,15.168750336215325,15.117059064768034,1.0,1954.0,1866.0,11,0
3854,followers_count,1,,,0.9580929654415249,0.9312089144288033,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,242450.0,0.7042458077840293,-1.0,344268.0,101818.0,12.749178607515203,11.530952006154907,1.0,1758.0,28.0,11,0
3627,statuses_count,1,,,0.9972816876228912,0.9175208440476184,1,0,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,24277.0,27.36978579481398,1.0,886.0,25163.0,6.787844982309579,10.133169680689921,4.0,3428.0,1417.0,12,1
1190,statuses_count,1,,,0.9982050951550893,0.9138885141434817,2,1,0.07545764109244776,1.0,0.4110671525949188,1.0,0,0,24277.0,39.7983606557377,1.0,609.0,24886.0,6.413458957167357,10.122100857763806,4.0,2838.0,1400.0,12,1
