row_idx,col_name,h1_plausible,h2_min_edit_distance,h2_is_obfuscation,h3_distribution_score,h4_coherence_score,h5_error_count,h5_codependent_flag,h6_column_importance,h7_mutability,h7_gain_direction,h7_comprehensibility,h8_is_sensitive,h8_is_majority_value,stat_change_magnitude,stat_relative_change,stat_change_direction,stat_original_magnitude,stat_new_magnitude,stat_original_log,stat_new_log,stat_feature_name_encoded,stat_original_value_encoded,stat_new_value_encoded,true_label
2465,followers_count,0,,,0.9509922096633139,0.9999715855659942,2,1,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,145.0,0.9931506849315068,-1.0,145.0,0.0,4.983606621708336,0.0,1.0,543.0,0.0,0
2484,followers_count,0,,,0.9509922096633139,0.9999984218501123,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,4.0,0.8,-1.0,4.0,0.0,1.6094379124341003,0.0,1.0,2001.0,0.0,0
2565,followers_count,0,,,0.9509922096633139,0.9895989246686638,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,31432.0,0.9999681863010212,-1.0,31432.0,0.0,10.355613575443341,0.0,1.0,1624.0,0.0,0
2583,followers_count,0,,,0.9509922096633139,0.9994621177813205,2,1,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,9229.0,0.9998916576381365,-1.0,9229.0,0.0,9.130214327496898,0.0,1.0,3215.0,0.0,0
2667,followers_count,0,,,0.9509922096633139,0.9999018491338282,2,1,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,1976.0,0.9994941831057157,-1.0,1976.0,0.0,7.589335823170617,0.0,1.0,994.0,0.0,0
2723,followers_count,0,,,0.9509922096633139,0.9993043994929203,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,2367.0,0.9995777027027027,-1.0,2367.0,0.0,7.769800996003896,0.0,1.0,1220.0,0.0,0
2744,followers_count,0,,,0.9509922096633139,0.9999792829147107,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,81.0,0.9878048780487805,-1.0,81.0,0.0,4.406719247264253,0.0,1.0,3006.0,0.0,0
2799,followers_count,0,,,0.7869641821229493,0.8047198334754488,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,193218.0,0.04890762887934002,-1.0,3950671.0,3757453.0,15.189396248989697,15.13925215835203,1.0,1982.0,1906.0,0
2814,followers_count,0,,,0.9509922096633139,0.9999768035174608,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,912.0,0.9989047097480832,-1.0,912.0,0.0,6.816735880594968,0.0,1.0,3191.0,0.0,0
2841,followers_count,0,,,0.9509922096633139,0.9999975476788511,1,0,0.5945106001948467,1.0,0.29964761999387135,1.0,0,0,258.0,0.9961389961389961,-1.0,258.0,0.0,5.556828061699537,0.0,1.0,1331.0,0.0,0
